"treatment","cash","accts_amt","stroop_time","income_less20k"
"After Payday",NA,NA,7.78800910711288,1
"After Payday",10,830,7.12300344308217,1
"After Payday",10,500,7.2661147514979,1
"After Payday",500,7000,7.55079702536265,0
"After Payday",20,100,7.52969965338707,1
"After Payday",NA,NA,7.13151755332947,0
"After Payday",50,3000,7.71408422787984,1
"Before Payday",160,NA,7.67665114005407,0
"After Payday",40,18000,7.30159063140551,0
"After Payday",7,1300,7.62295996149381,1
"After Payday",10,NA,7.69619463880857,1
"Before Payday",38,435,7.6950073937575,0
"Before Payday",75,900,7.4042837023735,0
"After Payday",500,50000,7.8699208299319,0
"After Payday",50,1350,7.56036665042241,0
"Before Payday",0,300,7.53399793306987,1
"After Payday",100,2000,7.46203717589378,0
"Before Payday",5,3000,7.29980835318565,0
"Before Payday",25,23,7.60704025626183,1
"Before Payday",0,5,7.56858037908872,1
"Before Payday",50,100,7.43486962715785,1
"Before Payday",9,NA,7.59441443284353,1
"After Payday",300,10000,7.66809657216072,0
"After Payday",0,0,7.53166515628497,1
"Before Payday",100,60,7.47717531522115,0
"After Payday",200,NA,7.43511962890625,0
"Before Payday",10,30,7.52032263080279,1
"After Payday",250,15000,7.71672747532527,0
"Before Payday",300,15000,7.69584091504415,0
"Before Payday",10,10,7.5600006878376,1
"Before Payday",150,43000,7.45057249069214,0
"Before Payday",220,46000,7.70943356553714,1
"Before Payday",350,6000,7.8621550599734,1
"Before Payday",5,2000,7.56091106931369,1
"Before Payday",43,700,7.75940624872843,1
"After Payday",40,30000,7.10880185166995,0
"After Payday",100,5000,7.65626555681229,1
"After Payday",20,400,7.37598452965419,1
"After Payday",NA,NA,7.45645438631376,0
"After Payday",100,50,7.44966286420822,1
"Before Payday",10,140,7.60892948508263,1
